EMP,ESTAB,old_naics,state,county,NAICS2012
197,18,51721,48,061,51721
197,18,517212,48,061,517212
0,3,5173,48,061,5173
0,3,51731,48,061,51731
0,3,517310,48,061,517310
0,1,5175,48,061,5175
0,1,51751,48,061,51751
0,1,517510,48,061,517510
0,9,518,48,061,518
0,1,5181,48,061,5181
0,1,51811,48,061,51811
0,1,518112,48,061,518112
52,8,5182,48,061,5182
52,8,51821,48,061,51821
52,8,518210,48,061,518210
0,2,519,48,061,519
0,2,5191,48,061,5191
0,1,51911,48,061,51911
0,1,519110,48,061,519110
0,1,51912,48,061,51912
0,1,519120,48,061,519120
3076,420,52,48,061,52
2102,232,522,48,061,522
1482,86,5221,48,061,5221
1330,76,52211,48,061,52211
1330,76,522110,48,061,522110
152,10,52213,48,061,52213
152,10,522130,48,061,522130
533,100,5222,48,061,5222
0,2,52222,48,061,52222
0,2,522220,48,061,522220
0,98,52229,48,061,52229
229,54,522291,48,061,522291
71,23,522292,48,061,522292
0,1,522293,48,061,522293
206,20,522298,48,061,522298
87,46,5223,48,061,5223
22,11,52231,48,061,52231
22,11,522310,48,061,522310
13,5,52232,48,061,52232
13,5,522320,48,061,522320
52,30,52239,48,061,52239
52,30,522390,48,061,522390
0,33,523,48,061,523
73,21,5231,48,061,5231
15,3,52311,48,061,52311
15,3,523110,48,061,523110
0,11,52312,48,061,52312
0,11,523120,48,061,523120
17,6,52313,48,061,52313
17,6,523130,48,061,523130
0,1,52314,48,061,52314
0,1,523140,48,061,523140
0,12,5239,48,061,5239
10,5,52391,48,061,52391
10,5,523910,48,061,523910
0,2,52392,48,061,52392
0,2,523920,48,061,523920
1,4,52393,48,061,52393
1,4,523930,48,061,523930
0,1,52399,48,061,52399
0,1,523991,48,061,523991
886,154,524,48,061,524
199,18,5241,48,061,5241
160,9,52411,48,061,52411
0,7,524113,48,061,524113
0,2,524114,48,061,524114
39,9,52412,48,061,52412
0,6,524126,48,061,524126
0,1,524127,48,061,524127
0,2,524128,48,061,524128
687,136,5242,48,061,5242
584,126,52421,48,061,52421
584,126,524210,48,061,524210
103,10,52429,48,061,52429
21,6,524291,48,061,524291
0,3,524292,48,061,524292
0,1,524298,48,061,524298
0,1,525,48,061,525
0,1,5259,48,061,5259
0,1,52599,48,061,52599
0,1,525990,48,061,525990
1586,340,53,48,061,53
1026,265,531,48,061,531
479,144,5311,48,061,5311
208,59,53111,48,061,53111
208,59,531110,48,061,531110
120,40,53112,48,061,53112
120,40,531120,48,061,531120
31,17,53113,48,061,53113
31,17,531130,48,061,531130
120,28,53119,48,061,53119
120,28,531190,48,061,531190
149,62,5312,48,061,5312
149,62,53121,48,061,53121
149,62,531210,48,061,531210
398,59,5313,48,061,5313
366,45,53131,48,061,53131
239,33,531311,48,061,531311
127,12,531312,48,061,531312
21,7,53132,48,061,53132
21,7,531320,48,061,531320
11,7,53139,48,061,53139
11,7,531390,48,061,531390
560,75,532,48,061,532
101,14,5321,48,061,5321
93,9,53211,48,061,53211
93,9,532111,48,061,532111
8,5,53212,48,061,53212
8,5,532120,48,061,532120
304,37,5322,48,061,5322
12,4,53221,48,061,53221
12,4,532210,48,061,532210
9,4,53222,48,061,53222
9,4,532220,48,061,532220
142,19,53223,48,061,53223
142,19,532230,48,061,532230
141,10,53229,48,061,53229
0,4,532291,48,061,532291
79,4,532292,48,061,532292
0,2,532299,48,061,532299
57,9,5323,48,061,5323
57,9,53231,48,061,53231
57,9,532310,48,061,532310
98,15,5324,48,061,5324
0,4,53241,48,061,53241
0,4,532412,48,061,532412
0,1,53242,48,061,53242
0,1,532420,48,061,532420
70,10,53249,48,061,53249
70,10,532490,48,061,532490
2957,453,54,48,061,54
2957,453,541,48,061,541
801,185,5411,48,061,5411
663,171,54111,48,061,54111
663,171,541110,48,061,541110
138,14,54119,48,061,54119
131,11,541191,48,061,541191
7,3,541199,48,061,541199
643,92,5412,48,061,5412
643,92,54121,48,061,54121
225,34,541211,48,061,541211
0,32,541213,48,061,541213
0,1,541214,48,061,541214
126,25,541219,48,061,541219
416,55,5413,48,061,5413
76,9,54131,48,061,54131
76,9,541310,48,061,541310
0,2,54132,48,061,54132
0,2,541320,48,061,541320
243,30,54133,48,061,54133
243,30,541330,48,061,541330
0,3,54134,48,061,54134
0,3,541340,48,061,541340
53,8,54137,48,061,54137
53,8,541370,48,061,541370
8,3,54138,48,061,54138
8,3,541380,48,061,541380
0,6,5414,48,061,5414
0,4,54141,48,061,54141
0,4,541410,48,061,541410
0,2,54143,48,061,54143
0,2,541430,48,061,541430
0,14,5415,48,061,5415
0,14,54151,48,061,54151
0,6,541511,48,061,541511
15,6,541512,48,061,541512
0,2,541513,48,061,541513
685,44,5416,48,061,5416
670,38,54161,48,061,54161
122,18,541611,48,061,541611
0,2,541612,48,061,541612
160,7,541613,48,061,541613
378,8,541614,48,061,541614
0,3,541618,48,061,541618
0,3,54162,48,061,54162
0,3,541620,48,061,541620
0,3,54169,48,061,54169
0,3,541690,48,061,541690
0,2,5417,48,061,5417
0,2,54171,48,061,54171
0,2,541710,48,061,541710
217,18,5418,48,061,5418
35,3,54181,48,061,54181
35,3,541810,48,061,541810
0,2,54184,48,061,54184
0,2,541840,48,061,541840
0,5,54185,48,061,54185
0,5,541850,48,061,541850
0,1,54186,48,061,54186
0,1,541860,48,061,541860
0,7,54189,48,061,54189
0,7,541890,48,061,541890
138,37,5419,48,061,5419
0,17,54192,48,061,54192
0,17,541921,48,061,541921
0,1,54193,48,061,54193
0,1,541930,48,061,541930
91,11,54194,48,061,54194
91,11,541940,48,061,541940
11,8,54199,48,061,54199
11,8,541990,48,061,541990
787,26,55,48,061,55
787,26,551,48,061,551
787,26,5511,48,061,5511
787,26,55111,48,061,55111
34,4,551112,48,061,551112
753,22,551114,48,061,551114
6377,228,56,48,061,56
6169,217,561,48,061,561
214,36,5611,48,061,5611
214,36,56111,48,061,56111
214,36,561110,48,061,561110
0,3,5612,48,061,5612
0,3,56121,48,061,56121
0,3,561210,48,061,561210
1570,28,5613,48,061,5613
0,3,56131,48,061,56131
0,3,561310,48,061,561310
1459,23,56132,48,061,56132
1459,23,561320,48,061,561320
0,2,56133,48,061,56133
0,2,561330,48,061,561330
2149,31,5614,48,061,5614
6,5,56141,48,061,56141
6,5,561410,48,061,561410
1406,8,56142,48,061,56142
0,5,561421,48,061,561421
0,3,561422,48,061,561422
0,7,56143,48,061,56143
18,4,561431,48,061,561431
0,3,561439,48,061,561439
0,4,56144,48,061,56144
0,4,561440,48,061,561440
97,7,56149,48,061,56149
0,1,561491,48,061,561491
0,4,561492,48,061,561492
0,2,561499,48,061,561499
0,10,5615,48,061,5615
15,5,56151,48,061,56151
15,5,561510,48,061,561510
0,2,56152,48,061,56152
0,2,561520,48,061,561520
0,3,56159,48,061,56159
0,2,561591,48,061,561591
0,1,561599,48,061,561599
1195,28,5616,48,061,5616
1155,19,56161,48,061,56161
0,5,561611,48,061,561611
1057,12,561612,48,061,561612
0,2,561613,48,061,561613
40,9,56162,48,061,56162
35,5,561621,48,061,561621
5,4,561622,48,061,561622
874,72,5617,48,061,5617
59,12,56171,48,061,56171
59,12,561710,48,061,561710
595,22,56172,48,061,56172
595,22,561720,48,061,561720
170,28,56173,48,061,56173
170,28,561730,48,061,561730
12,4,56174,48,061,56174
12,4,561740,48,061,561740
38,6,56179,48,061,56179
38,6,561790,48,061,561790
89,9,5619,48,061,5619
0,1,56191,48,061,56191
0,1,561910,48,061,561910
0,1,56192,48,061,56192
0,1,561920,48,061,561920
0,7,56199,48,061,56199
0,7,561990,48,061,561990
208,11,562,48,061,562
155,6,5621,48,061,5621
155,6,56211,48,061,56211
0,5,562111,48,061,562111
0,1,562112,48,061,562112
53,5,5629,48,061,5629
0,2,56292,48,061,56292
0,2,562920,48,061,562920
0,3,56299,48,061,56299
0,2,562991,48,061,562991
0,1,562998,48,061,562998
1220,62,61,48,061,61
1220,62,611,48,061,611
911,27,6111,48,061,6111
911,27,61111,48,061,61111
911,27,611110,48,061,611110
0,1,6113,48,061,6113
0,1,61131,48,061,61131
0,1,611310,48,061,611310
93,7,6115,48,061,6115
93,7,61151,48,061,61151
0,2,611511,48,061,611511
0,1,611513,48,061,611513
0,4,611519,48,061,611519
134,23,6116,48,061,6116
0,7,61161,48,061,61161
0,7,611610,48,061,611610
32,5,61162,48,061,61162
32,5,611620,48,061,611620
0,3,61163,48,061,61163
0,3,611630,48,061,611630
50,8,61169,48,061,61169
0,3,611691,48,061,611691
8,3,611692,48,061,611692
0,2,611699,48,061,611699
0,4,6117,48,061,6117
0,4,61171,48,061,61171
0,4,611710,48,061,611710
28378,919,62,48,061,62
17921,613,621,48,061,621
2575,310,6211,48,061,6211
2575,310,62111,48,061,62111
0,307,621111,48,061,621111
0,3,621112,48,061,621112
485,59,6212,48,061,6212
485,59,62121,48,061,62121
485,59,621210,48,061,621210
575,99,6213,48,061,6213
63,25,62131,48,061,62131
63,25,621310,48,061,621310
81,18,62132,48,061,62132
81,18,621320,48,061,621320
3,3,62133,48,061,62133
3,3,621330,48,061,621330
370,34,62134,48,061,62134
370,34,621340,48,061,621340
58,19,62139,48,061,62139
31,9,621391,48,061,621391
27,10,621399,48,061,621399
936,44,6214,48,061,6214
0,8,62141,48,061,62141
0,8,621410,48,061,621410
0,7,62142,48,061,62142
0,7,621420,48,061,621420
860,29,62149,48,061,62149
0,6,621492,48,061,621492
0,3,621493,48,061,621493
779,20,621498,48,061,621498
121,18,6215,48,061,6215
121,18,62151,48,061,62151
74,7,621511,48,061,621511
47,11,621512,48,061,621512
13085,74,6216,48,061,6216
13085,74,62161,48,061,62161
13085,74,621610,48,061,621610
144,9,6219,48,061,6219
107,5,62191,48,061,62191
107,5,621910,48,061,621910
37,4,62199,48,061,62199
0,3,621991,48,061,621991
0,1,621999,48,061,621999
4716,14,622,48,061,622
3739,6,6221,48,061,6221
3739,6,62211,48,061,62211
3739,6,622110,48,061,622110
0,1,6222,48,061,6222
0,1,62221,48,061,62221
0,1,622210,48,061,622210
0,7,6223,48,061,6223
0,7,62231,48,061,62231
0,7,622310,48,061,622310
1763,50,623,48,061,623
919,11,6231,48,061,6231
919,11,62311,48,061,62311
919,11,623110,48,061,623110
0,26,6232,48,061,6232
305,24,62321,48,061,62321
305,24,623210,48,061,623210
0,2,62322,48,061,62322
0,2,623220,48,061,623220
467,11,6233,48,061,6233
467,11,62331,48,061,62331
204,3,623311,48,061,623311
263,8,623312,48,061,623312
0,2,6239,48,061,6239
0,2,62399,48,061,62399
0,2,623990,48,061,623990
3978,242,624,48,061,624
1658,75,6241,48,061,6241
93,8,62411,48,061,62411
93,8,624110,48,061,624110
1472,51,62412,48,061,62412
1472,51,624120,48,061,624120
93,16,62419,48,061,62419
93,16,624190,48,061,624190
311,17,6242,48,061,6242
37,6,62421,48,061,62421
37,6,624210,48,061,624210
248,3,62422,48,061,62422
0,2,624221,48,061,624221
0,1,624229,48,061,624229
26,8,62423,48,061,62423
26,8,624230,48,061,624230
674,18,6243,48,061,6243
674,18,62431,48,061,62431
674,18,624310,48,061,624310
1335,132,6244,48,061,6244
1335,132,62441,48,061,62441
1335,132,624410,48,061,624410
957,68,71,48,061,71
178,9,711,48,061,711
22,4,7111,48,061,7111
22,4,71111,48,061,71111
22,4,711110,48,061,711110
0,2,7112,48,061,7112
0,2,71121,48,061,71121
0,1,711212,48,061,711212
0,1,711219,48,061,711219
0,2,7113,48,061,7113
0,2,71132,48,061,71132
0,2,711320,48,061,711320
0,1,7115,48,061,7115
0,1,71151,48,061,71151
0,1,711510,48,061,711510
135,5,712,48,061,712
135,5,7121,48,061,7121
0,1,71211,48,061,71211
0,1,712110,48,061,712110
0,1,71212,48,061,71212
0,1,712120,48,061,712120
0,1,71213,48,061,71213
0,1,712130,48,061,712130
0,2,71219,48,061,71219
0,2,712190,48,061,712190
644,54,713,48,061,713
0,5,7131,48,061,7131
0,5,71312,48,061,71312
0,5,713120,48,061,713120
0,2,7132,48,061,7132
0,2,71329,48,061,71329
0,2,713290,48,061,713290
580,47,7139,48,061,7139
272,7,71391,48,061,71391
272,7,713910,48,061,713910
0,2,71393,48,061,71393
0,2,713930,48,061,713930
101,18,71394,48,061,71394
101,18,713940,48,061,713940
0,2,71395,48,061,71395
0,2,713950,48,061,713950
73,18,71399,48,061,71399
73,18,713990,48,061,713990
11174,626,72,48,061,72
1709,91,721,48,061,721
1615,73,7211,48,061,7211
1586,68,72111,48,061,72111
1586,68,721110,48,061,721110
29,5,72119,48,061,72119
0,4,721191,48,061,721191
0,1,721199,48,061,721199
0,17,7212,48,061,7212
0,17,72121,48,061,72121
0,16,721211,48,061,721211
0,1,721214,48,061,721214
0,1,7213,48,061,7213
0,1,72131,48,061,72131
0,1,721310,48,061,721310
9465,535,722,48,061,722
4177,213,7221,48,061,7221
4177,213,72211,48,061,72211
4177,213,722110,48,061,722110
4573,244,7222,48,061,7222
4573,244,72221,48,061,72221
3876,203,722211,48,061,722211
538,14,722212,48,061,722212
159,27,722213,48,061,722213
195,24,7223,48,061,7223
135,12,72231,48,061,72231
135,12,722310,48,061,722310
0,10,72232,48,061,72232
0,10,722320,48,061,722320
0,2,72233,48,061,72233
0,2,722330,48,061,722330
520,54,7224,48,061,7224
520,54,72241,48,061,72241
520,54,722410,48,061,722410
3769,582,81,48,061,81
1202,174,811,48,061,811
476,113,8111,48,061,8111
180,57,81111,48,061,81111
148,43,811111,48,061,811111
10,5,811112,48,061,811112
12,6,811113,48,061,811113
10,3,811118,48,061,811118
94,17,81112,48,061,81112
67,11,811121,48,061,811121
27,6,811122,48,061,811122
202,39,81119,48,061,81119
62,9,811191,48,061,811191
119,24,811192,48,061,811192
21,6,811198,48,061,811198
35,11,8112,48,061,8112
35,11,81121,48,061,81121
0,2,811211,48,061,811211
16,6,811212,48,061,811212
0,2,811213,48,061,811213
0,1,811219,48,061,811219
542,23,8113,48,061,8113
542,23,81131,48,061,81131
542,23,811310,48,061,811310
149,27,8114,48,061,8114
105,16,81141,48,061,81141
0,1,811411,48,061,811411
0,15,811412,48,061,811412
0,1,81142,48,061,81142
0,1,811420,48,061,811420
0,1,81143,48,061,81143
0,1,811430,48,061,811430
0,9,81149,48,061,81149
0,9,811490,48,061,811490
787,135,812,48,061,812
223,55,8121,48,061,8121
0,52,81211,48,061,81211
0,3,812111,48,061,812111
206,49,812112,48,061,812112
0,3,81219,48,061,81219
0,3,812199,48,061,812199
173,20,8122,48,061,8122
0,12,81221,48,061,81221
0,12,812210,48,061,812210
0,8,81222,48,061,81222
0,8,812220,48,061,812220
355,43,8123,48,061,8123
42,18,81231,48,061,81231
42,18,812310,48,061,812310
137,10,81232,48,061,81232
137,10,812320,48,061,812320
176,15,81233,48,061,81233
0,2,812331,48,061,812331
0,13,812332,48,061,812332
36,17,8129,48,061,8129
10,4,81291,48,061,81291
10,4,812910,48,061,812910
0,2,81292,48,061,81292
0,2,812922,48,061,812922
0,2,81293,48,061,81293
0,2,812930,48,061,812930
16,9,81299,48,061,81299
16,9,812990,48,061,812990
1780,273,813,48,061,813
920,120,8131,48,061,8131
920,120,81311,48,061,81311
920,120,813110,48,061,813110
42,8,8132,48,061,8132
42,8,81321,48,061,81321
0,3,813211,48,061,813211
24,3,813212,48,061,813212
0,2,813219,48,061,813219
111,10,8133,48,061,8133
111,10,81331,48,061,81331
0,1,813311,48,061,813311
0,3,813312,48,061,813312
86,6,813319,48,061,813319
262,33,8134,48,061,8134
262,33,81341,48,061,81341
262,33,813410,48,061,813410
445,102,8139,48,061,8139
123,21,81391,48,061,81391
123,21,813910,48,061,813910
0,6,81393,48,061,81393
0,6,813930,48,061,813930
0,1,81394,48,061,81394
0,1,813940,48,061,813940
298,74,81399,48,061,81399
298,74,813990,48,061,813990
0,20,99,48,061,99
3031,236,00,48,063,00
73,3,11,48,063,11
73,3,115,48,063,115
73,3,1152,48,063,1152
73,3,11521,48,063,11521
73,3,115210,48,063,115210
0,1,21,48,063,21
0,1,211,48,063,211
0,1,2111,48,063,2111
0,1,21111,48,063,21111
0,1,211112,48,063,211112
0,5,22,48,063,22
0,5,221,48,063,221
0,3,2211,48,063,2211
0,3,22112,48,063,22112
0,3,221122,48,063,221122
0,2,2213,48,063,2213
0,2,22131,48,063,22131
0,2,221310,48,063,221310
181,29,23,48,063,23
21,5,236,48,063,236
0,3,2361,48,063,2361
0,3,23611,48,063,23611
0,1,236115,48,063,236115
0,1,236116,48,063,236116
0,1,236118,48,063,236118
0,2,2362,48,063,2362
0,2,23622,48,063,23622
0,2,236220,48,063,236220
15,4,237,48,063,237
0,3,2371,48,063,2371
0,2,23711,48,063,23711
0,2,237110,48,063,237110
0,1,23712,48,063,23712
0,1,237120,48,063,237120
0,1,2379,48,063,2379
0,1,23799,48,063,23799
0,1,237990,48,063,237990
145,20,238,48,063,238
0,5,2381,48,063,2381
0,3,23814,48,063,23814
0,3,238140,48,063,238140
0,1,23816,48,063,23816
0,1,238160,48,063,238160
0,1,23819,48,063,23819
0,1,238190,48,063,238190
44,9,2382,48,063,2382
19,5,23821,48,063,23821
19,5,238210,48,063,238210
25,4,23822,48,063,23822
25,4,238220,48,063,238220
0,2,2383,48,063,2383
0,1,23831,48,063,23831
0,1,238310,48,063,238310
0,1,23832,48,063,23832
0,1,238320,48,063,238320
0,4,2389,48,063,2389
0,1,23891,48,063,23891
0,1,238910,48,063,238910
0,3,23899,48,063,23899
0,3,238990,48,063,238990
208,8,31,48,063,31-33
112,3,311,48,063,311
0,2,3111,48,063,3111
0,2,31111,48,063,31111
0,2,311119,48,063,311119
0,1,3116,48,063,3116
0,1,31161,48,063,31161
0,1,311612,48,063,311612
0,1,326,48,063,326
0,1,3262,48,063,3262
0,1,32629,48,063,32629
0,1,326299,48,063,326299
0,1,331,48,063,331
0,1,3315,48,063,3315
0,1,33151,48,063,33151
0,1,331513,48,063,331513
0,1,333,48,063,333
0,1,3333,48,063,3333
0,1,33331,48,063,33331
0,1,333319,48,063,333319
0,2,339,48,063,339
0,2,3399,48,063,3399
0,2,33995,48,063,33995
0,2,339950,48,063,339950
45,8,42,48,063,42
0,3,423,48,063,423
0,1,4232,48,063,4232
0,1,42321,48,063,42321
0,1,423210,48,063,423210
0,2,4239,48,063,4239
0,1,42393,48,063,42393
0,1,423930,48,063,423930
0,1,42399,48,063,42399
0,1,423990,48,063,423990
0,4,424,48,063,424
0,1,4247,48,063,4247
0,1,42472,48,063,42472
0,1,424720,48,063,424720
0,3,4249,48,063,4249
0,2,42491,48,063,42491
0,2,424910,48,063,424910
0,1,42499,48,063,42499
0,1,424990,48,063,424990
0,1,425,48,063,425
0,1,4251,48,063,4251
0,1,42512,48,063,42512
0,1,425120,48,063,425120
449,49,44,48,063,44-45
96,7,441,48,063,441
0,3,4411,48,063,4411
0,3,44111,48,063,44111
0,3,441110,48,063,441110
0,4,4413,48,063,4413
0,2,44131,48,063,44131
0,2,441310,48,063,441310
0,2,44132,48,063,44132
0,2,441320,48,063,441320
0,4,442,48,063,442
0,4,4421,48,063,4421
0,4,44211,48,063,44211
0,4,442110,48,063,442110
72,3,444,48,063,444
0,1,4441,48,063,4441
0,1,44411,48,063,44411
0,1,444110,48,063,444110
0,2,4442,48,063,4442
0,2,44422,48,063,44422
0,2,444220,48,063,444220
104,8,445,48,063,445
0,2,4451,48,063,4451
0,2,44511,48,063,44511
0,2,445110,48,063,445110
0,1,4452,48,063,4452
0,1,44521,48,063,44521
0,1,445210,48,063,445210
22,5,4453,48,063,4453
22,5,44531,48,063,44531
22,5,445310,48,063,445310
35,3,446,48,063,446
35,3,4461,48,063,4461
35,3,44611,48,063,44611
35,3,446110,48,063,446110
0,8,447,48,063,447
0,8,4471,48,063,4471
0,5,44711,48,063,44711
0,5,447110,48,063,447110
0,3,44719,48,063,44719
0,3,447190,48,063,447190
0,5,448,48,063,448
0,2,4481,48,063,4481
0,1,44811,48,063,44811
0,1,448110,48,063,448110
0,1,44814,48,063,44814
0,1,448140,48,063,448140
0,1,4482,48,063,4482
0,1,44821,48,063,44821
0,1,448210,48,063,448210
0,2,4483,48,063,4483
0,2,44831,48,063,44831
0,2,448310,48,063,448310
0,4,452,48,063,452
0,4,4529,48,063,4529
0,4,45299,48,063,45299
0,4,452990,48,063,452990
0,6,453,48,063,453
0,3,4531,48,063,4531
0,3,45311,48,063,45311
0,3,453110,48,063,453110
0,1,4532,48,063,4532
0,1,45322,48,063,45322
0,1,453220,48,063,453220
0,2,4539,48,063,4539
0,1,45393,48,063,45393
0,1,453930,48,063,453930
0,1,45399,48,063,45399
0,1,453998,48,063,453998
0,1,454,48,063,454
0,1,4543,48,063,4543
0,1,45431,48,063,45431
0,1,454312,48,063,454312
0,8,48,48,063,48-49
0,5,484,48,063,484
0,2,4841,48,063,4841
0,2,48412,48,063,48412
0,2,484121,48,063,484121
0,3,4842,48,063,4842
0,2,48422,48,063,48422
0,2,484220,48,063,484220
0,1,48423,48,063,48423
0,1,484230,48,063,484230
0,1,486,48,063,486
0,1,4869,48,063,4869
0,1,48691,48,063,48691
0,1,486910,48,063,486910
0,2,488,48,063,488
0,1,4884,48,063,4884
0,1,48841,48,063,48841
0,1,488410,48,063,488410
0,1,4885,48,063,4885
0,1,48851,48,063,48851
0,1,488510,48,063,488510
20,4,51,48,063,51
0,1,511,48,063,511
0,1,5111,48,063,5111
0,1,51111,48,063,51111
0,1,511110,48,063,511110
0,1,517,48,063,517
0,1,5171,48,063,5171
0,1,51711,48,063,51711
0,1,517110,48,063,517110
0,1,518,48,063,518
0,1,5181,48,063,5181
0,1,51811,48,063,51811
0,1,518111,48,063,518111
0,1,519,48,063,519
0,1,5191,48,063,5191
0,1,51912,48,063,51912
0,1,519120,48,063,519120
108,15,52,48,063,52
83,6,522,48,063,522
0,4,5221,48,063,5221
0,3,52211,48,063,52211
0,3,522110,48,063,522110
0,1,52212,48,063,52212
0,1,522120,48,063,522120
0,1,5222,48,063,5222
0,1,52229,48,063,52229
0,1,522298,48,063,522298
0,1,5223,48,063,5223
0,1,52239,48,063,52239
0,1,522390,48,063,522390
0,1,523,48,063,523
0,1,5231,48,063,5231
0,1,52312,48,063,52312
0,1,523120,48,063,523120
0,8,524,48,063,524
0,8,5242,48,063,5242
0,8,52421,48,063,52421
0,8,524210,48,063,524210
10,5,53,48,063,53
0,3,531,48,063,531
0,3,5311,48,063,5311
0,3,53111,48,063,53111
0,3,531110,48,063,531110
0,2,532,48,063,532
0,1,5322,48,063,5322
0,1,53223,48,063,53223
0,1,532230,48,063,532230
0,1,5324,48,063,5324
0,1,53249,48,063,53249
0,1,532490,48,063,532490
38,15,54,48,063,54
38,15,541,48,063,541
13,7,5411,48,063,5411
0,6,54111,48,063,54111
0,6,541110,48,063,541110
0,1,54119,48,063,54119
0,1,541191,48,063,541191
8,3,5412,48,063,5412
8,3,54121,48,063,54121
0,2,541211,48,063,541211
0,1,541213,48,063,541213
0,2,5413,48,063,5413
0,1,54133,48,063,54133
0,1,541330,48,063,541330
0,1,54135,48,063,54135
0,1,541350,48,063,541350
0,1,5415,48,063,5415
0,1,54151,48,063,54151
0,1,541511,48,063,541511
0,1,5416,48,063,5416
0,1,54169,48,063,54169
0,1,541690,48,063,541690
0,1,5419,48,063,5419
0,1,54194,48,063,54194
0,1,541940,48,063,541940
0,2,55,48,063,55
0,2,551,48,063,551
0,2,5511,48,063,5511
0,2,55111,48,063,55111
0,2,551114,48,063,551114
77,7,56,48,063,56
0,5,561,48,063,561
0,4,5617,48,063,5617
0,3,56172,48,063,56172
0,3,561720,48,063,561720
0,1,56173,48,063,56173
0,1,561730,48,063,561730
0,1,5619,48,063,5619
0,1,56199,48,063,56199
0,1,561990,48,063,561990
0,2,562,48,063,562
0,2,5629,48,063,5629
0,2,56299,48,063,56299
0,2,562991,48,063,562991
334,29,62,48,063,62
65,15,621,48,063,621
25,8,6211,48,063,6211
25,8,62111,48,063,62111
25,8,621111,48,063,621111
0,2,6212,48,063,6212
0,2,62121,48,063,62121
0,2,621210,48,063,621210
0,4,6213,48,063,6213
0,1,62131,48,063,62131
0,1,621310,48,063,621310
0,1,62132,48,063,62132
0,1,621320,48,063,621320
0,1,62134,48,063,62134
0,1,621340,48,063,621340
0,1,62139,48,063,62139
0,1,621399,48,063,621399
0,1,6219,48,063,6219
0,1,62191,48,063,62191
0,1,621910,48,063,621910
0,1,622,48,063,622
0,1,6221,48,063,6221
0,1,62211,48,063,62211
0,1,622110,48,063,622110
0,3,623,48,063,623
0,1,6231,48,063,6231
0,1,62311,48,063,62311
0,1,623110,48,063,623110
0,1,6232,48,063,6232
0,1,62322,48,063,62322
0,1,623220,48,063,623220
0,1,6233,48,063,6233
0,1,62331,48,063,62331
0,1,623311,48,063,623311
0,10,624,48,063,624
0,2,6241,48,063,6241
0,1,62412,48,063,62412
0,1,624120,48,063,624120
0,1,62419,48,063,62419
0,1,624190,48,063,624190
0,2,6242,48,063,6242
0,2,62421,48,063,62421
0,2,624210,48,063,624210
0,1,6243,48,063,6243
0,1,62431,48,063,62431
0,1,624310,48,063,624310
0,5,6244,48,063,6244
0,5,62441,48,063,62441
0,5,624410,48,063,624410
20,5,71,48,063,71
0,1,712,48,063,712
0,1,7121,48,063,7121
0,1,71211,48,063,71211
0,1,712110,48,063,712110
0,4,713,48,063,713
0,4,7139,48,063,7139
0,1,71391,48,063,71391
0,1,713910,48,063,713910
0,3,71394,48,063,71394
0,3,713940,48,063,713940
191,17,72,48,063,72
0,3,721,48,063,721
0,1,7211,48,063,7211
0,1,72111,48,063,72111
0,1,721110,48,063,721110
0,2,7212,48,063,7212
0,2,72121,48,063,72121
0,2,721211,48,063,721211
0,14,722,48,063,722
68,5,7221,48,063,7221
68,5,72211,48,063,72211
68,5,722110,48,063,722110
118,8,7222,48,063,7222
118,8,72221,48,063,72221
0,7,722211,48,063,722211
0,1,722213,48,063,722213
0,1,7223,48,063,7223
0,1,72232,48,063,72232
0,1,722320,48,063,722320
124,24,81,48,063,81
0,7,811,48,063,811
0,5,8111,48,063,8111
0,2,81111,48,063,81111
0,2,811111,48,063,811111
0,1,81112,48,063,81112
0,1,811121,48,063,811121
0,2,81119,48,063,81119
0,1,811191,48,063,811191
0,1,811192,48,063,811192
0,1,8113,48,063,8113
0,1,81131,48,063,81131
0,1,811310,48,063,811310
0,1,8114,48,063,8114
0,1,81149,48,063,81149
0,1,811490,48,063,811490
0,1,812,48,063,812
0,1,8122,48,063,8122
0,1,81221,48,063,81221
0,1,812210,48,063,812210
0,16,813,48,063,813
0,13,8131,48,063,8131
0,13,81311,48,063,81311
0,13,813110,48,063,813110
0,1,8133,48,063,8133
0,1,81331,48,063,81331
0,1,813311,48,063,813311
0,1,8134,48,063,8134
0,1,81341,48,063,81341
0,1,813410,48,063,813410
0,1,8139,48,063,8139
0,1,81391,48,063,81391
0,1,813910,48,063,813910
0,2,99,48,063,99
607,104,00,48,065,00
8,4,11,48,065,11
8,4,115,48,065,115
8,4,1151,48,065,1151
8,4,11511,48,065,11511
8,4,115112,48,065,115112
0,2,22,48,065,22
0,2,221,48,065,221
0,2,2211,48,065,2211
0,2,22112,48,065,22112
0,2,221122,48,065,221122
108,8,23,48,065,23
0,1,236,48,065,236
0,1,2361,48,065,2361
0,1,23611,48,065,23611
0,1,236118,48,065,236118
0,3,237,48,065,237
0,2,2371,48,065,2371
0,1,23711,48,065,23711
0,1,237110,48,065,237110
0,1,23712,48,065,23712
0,1,237120,48,065,237120
0,1,2373,48,065,2373
0,1,23731,48,065,23731
0,1,237310,48,065,237310
0,4,238,48,065,238
0,1,2381,48,065,2381
0,1,23819,48,065,23819
0,1,238190,48,065,238190
0,1,2383,48,065,2383
0,1,23839,48,065,23839
0,1,238390,48,065,238390
0,2,2389,48,065,2389
